2024-10-14 14:09:12,475 - INFO - Starting Price Differential Analysis
2024-10-14 14:09:12,483 - INFO - Loaded 17816 records from the JSON file
2024-10-14 14:50:45,280 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,280 - DEBUG - Found 47 common dates for sana'a and lahj on beans (white)
2024-10-14 14:50:45,280 - DEBUG - Returning analysis result for sana'a, hajjah, fuel (diesel)
2024-10-14 14:50:45,280 - DEBUG - Found 47 common dates for sana'a and hajjah on fuel (gas)
2024-10-14 14:50:45,280 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,280 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,280 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,280 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,280 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,280 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,280 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,280 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,280 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,280 - DEBUG - Returning analysis result for sana'a, lahj, oil (vegetable)
2024-10-14 14:50:45,280 - DEBUG - Found 47 common dates for sana'a and lahj on onions
2024-10-14 14:50:45,280 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,280 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,281 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,281 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,281 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,281 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,282 - DEBUG - Pearson correlation between conflict intensities: -0.008444493112682678
2024-10-14 14:50:45,283 - DEBUG - Calculated distance: 4.478777926378933
2024-10-14 14:50:45,283 - DEBUG - Returning analysis result for sana'a, hadramaut, salt
2024-10-14 14:50:45,283 - DEBUG - Found 47 common dates for sana'a and hadramaut on sugar
2024-10-14 14:50:45,283 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,283 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,283 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,284 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,284 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,284 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,284 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,284 - DEBUG - Pearson correlation between conflict intensities: -0.15818345195590394
2024-10-14 14:50:45,284 - DEBUG - Calculated distance: 0.6877489603487
2024-10-14 14:50:45,284 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,284 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,284 - DEBUG - Returning analysis result for sana'a, dhamar, sugar
2024-10-14 14:50:45,284 - DEBUG - Returning analysis result for sana'a, hajjah, salt
2024-10-14 14:50:45,284 - DEBUG - Found 47 common dates for sana'a and hajjah on sugar
2024-10-14 14:50:45,284 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,285 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,285 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,285 - DEBUG - Found 47 common dates for sana'a and marib on eggs
2024-10-14 14:50:45,285 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,285 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,285 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,285 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,285 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,285 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,285 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,285 - DEBUG - Returning analysis result for sana'a, lahj, onions
2024-10-14 14:50:45,285 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,285 - DEBUG - Found 47 common dates for sana'a and lahj on potatoes
2024-10-14 14:50:45,285 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,285 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,285 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,285 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,286 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,287 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,287 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,287 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,287 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,287 - DEBUG - Returning analysis result for sana'a, hajjah, fuel (gas)
2024-10-14 14:50:45,287 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,287 - DEBUG - Found 47 common dates for sana'a and hajjah on fuel (petrol-gasoline)
2024-10-14 14:50:45,287 - DEBUG - Returning analysis result for sana'a, lahj, beans (white)
2024-10-14 14:50:45,287 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,287 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,287 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,287 - DEBUG - Found 47 common dates for sana'a and lahj on eggs
2024-10-14 14:50:45,287 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,287 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,287 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,287 - DEBUG - Returning analysis result for sana'a, lahj, potatoes
2024-10-14 14:50:45,288 - DEBUG - Found 47 common dates for sana'a and lahj on rice (imported)
2024-10-14 14:50:45,287 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,288 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,288 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,288 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,288 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,288 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,288 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,288 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,288 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,288 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,288 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,288 - DEBUG - Returning analysis result for sana'a, hajjah, sugar
2024-10-14 14:50:45,288 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,288 - DEBUG - Found 47 common dates for sana'a and hajjah on tomatoes
2024-10-14 14:50:45,288 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,289 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,289 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,289 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,289 - DEBUG - Pearson correlation between conflict intensities: -0.008444493112682678
2024-10-14 14:50:45,289 - DEBUG - Calculated distance: 4.478777926378933
2024-10-14 14:50:45,289 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,289 - DEBUG - Returning analysis result for sana'a, hadramaut, sugar
2024-10-14 14:50:45,289 - DEBUG - Pearson correlation between conflict intensities: 0.41800810158494106
2024-10-14 14:50:45,289 - DEBUG - Calculated distance: 0.8784172514665286
2024-10-14 14:50:45,289 - DEBUG - Returning analysis result for sana'a, marib, eggs
2024-10-14 14:50:45,289 - DEBUG - Found 47 common dates for sana'a and hadramaut on tomatoes
2024-10-14 14:50:45,290 - DEBUG - Found 47 common dates for sana'a and marib on exchange rate (unofficial)
2024-10-14 14:50:45,290 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,290 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,290 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,290 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,290 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,290 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,290 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,290 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,291 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,291 - DEBUG - Returning analysis result for sana'a, hajjah, fuel (petrol-gasoline)
2024-10-14 14:50:45,291 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,291 - DEBUG - Found 47 common dates for sana'a and hajjah on lentils
2024-10-14 14:50:45,291 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,291 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,291 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,291 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,291 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,292 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,292 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,292 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,292 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,292 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,292 - DEBUG - Returning analysis result for sana'a, hajjah, tomatoes
2024-10-14 14:50:45,293 - DEBUG - Found 47 common dates for sana'a and hajjah on wheat
2024-10-14 14:50:45,293 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,293 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,293 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,293 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,293 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,294 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,294 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,294 - DEBUG - Pearson correlation between conflict intensities: 0.41800810158494106
2024-10-14 14:50:45,294 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,294 - DEBUG - Calculated distance: 0.8784172514665286
2024-10-14 14:50:45,294 - DEBUG - Returning analysis result for sana'a, marib, exchange rate (unofficial)
2024-10-14 14:50:45,294 - DEBUG - Found 47 common dates for sana'a and marib on fuel (diesel)
2024-10-14 14:50:45,294 - DEBUG - Returning analysis result for sana'a, lahj, eggs
2024-10-14 14:50:45,294 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,294 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,295 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,295 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,295 - DEBUG - Returning analysis result for sana'a, hajjah, lentils
2024-10-14 14:50:45,295 - DEBUG - Found 47 common dates for sana'a and lahj on exchange rate (unofficial)
2024-10-14 14:50:45,295 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,295 - DEBUG - Found 47 common dates for sana'a and hajjah on milling cost (wheat)
2024-10-14 14:50:45,295 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,295 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,295 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,295 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,295 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,295 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,295 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,295 - DEBUG - Pearson correlation between conflict intensities: -0.008444493112682678
2024-10-14 14:50:45,295 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,295 - DEBUG - Calculated distance: 4.478777926378933
2024-10-14 14:50:45,295 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,295 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,295 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,295 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,295 - DEBUG - Returning analysis result for sana'a, hadramaut, tomatoes
2024-10-14 14:50:45,295 - DEBUG - Returning analysis result for sana'a, hajjah, wheat
2024-10-14 14:50:45,295 - DEBUG - Found 47 common dates for sana'a and hajjah on wheat flour
2024-10-14 14:50:45,295 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,295 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,295 - DEBUG - Found 47 common dates for sana'a and hadramaut on wheat
2024-10-14 14:50:45,295 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,295 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,296 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,296 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,296 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,296 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,296 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,296 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,296 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,296 - DEBUG - Returning analysis result for sana'a, lahj, rice (imported)
2024-10-14 14:50:45,297 - DEBUG - Found 47 common dates for sana'a and lahj on salt
2024-10-14 14:50:45,297 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,297 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,297 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,297 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,297 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,297 - DEBUG - Pearson correlation between conflict intensities: 0.16153953548577776
2024-10-14 14:50:45,298 - DEBUG - Calculated distance: 1.2847316575972427
2024-10-14 14:50:45,298 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,298 - DEBUG - Returning analysis result for sana'a, ibb, lentils
2024-10-14 14:50:45,298 - DEBUG - Found 47 common dates for sana'a and ibb on milling cost (wheat)
2024-10-14 14:50:45,299 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,299 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,299 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,299 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,299 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,299 - DEBUG - Returning analysis result for sana'a, hajjah, milling cost (wheat)
2024-10-14 14:50:45,299 - DEBUG - Returning analysis result for sana'a, lahj, exchange rate (unofficial)
2024-10-14 14:50:45,299 - DEBUG - Found 47 common dates for sana'a and hajjah on oil (vegetable)
2024-10-14 14:50:45,300 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,300 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,300 - DEBUG - Found 47 common dates for sana'a and lahj on fuel (diesel)
2024-10-14 14:50:45,300 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,300 - DEBUG - Pearson correlation between conflict intensities: 0.41800810158494106
2024-10-14 14:50:45,300 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,300 - DEBUG - Calculated distance: 0.8784172514665286
2024-10-14 14:50:45,300 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,300 - DEBUG - Returning analysis result for sana'a, marib, fuel (diesel)
2024-10-14 14:50:45,300 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,300 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,300 - DEBUG - Found 47 common dates for sana'a and marib on fuel (gas)
2024-10-14 14:50:45,300 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,300 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,300 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,300 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,300 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,300 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,300 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,300 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,300 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,301 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,301 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,301 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,302 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,302 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,302 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,302 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,302 - DEBUG - Returning analysis result for sana'a, hajjah, oil (vegetable)
2024-10-14 14:50:45,302 - DEBUG - Found 47 common dates for sana'a and hajjah on onions
2024-10-14 14:50:45,302 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,302 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,302 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,302 - DEBUG - Pearson correlation between conflict intensities: 0.41800810158494106
2024-10-14 14:50:45,302 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,302 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,302 - DEBUG - Pearson correlation between conflict intensities: 0.16153953548577776
2024-10-14 14:50:45,302 - DEBUG - Calculated distance: 1.2847316575972427
2024-10-14 14:50:45,302 - DEBUG - Returning analysis result for sana'a, ibb, milling cost (wheat)
2024-10-14 14:50:45,302 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,303 - DEBUG - Found 47 common dates for sana'a and ibb on oil (vegetable)
2024-10-14 14:50:45,303 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,303 - DEBUG - Calculated distance: 0.8784172514665286
2024-10-14 14:50:45,303 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,303 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,303 - DEBUG - Returning analysis result for sana'a, hajjah, wheat flour
2024-10-14 14:50:45,303 - DEBUG - Pearson correlation between conflict intensities: -0.008444493112682678
2024-10-14 14:50:45,303 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,303 - DEBUG - Calculated distance: 4.478777926378933
2024-10-14 14:50:45,303 - DEBUG - Returning analysis result for sana'a, hadramaut, wheat
2024-10-14 14:50:45,303 - DEBUG - Found 47 common dates for sana'a and hadramaut on wheat flour
2024-10-14 14:50:45,303 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,303 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,303 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,303 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,304 - DEBUG - Returning analysis result for sana'a, marib, fuel (gas)
2024-10-14 14:50:45,304 - DEBUG - Found 47 common dates for sana'a and marib on fuel (petrol-gasoline)
2024-10-14 14:50:45,304 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,304 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,304 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,304 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,304 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,303 - DEBUG - Found 44 common dates for sana'a and ibb on beans (kidney red)
2024-10-14 14:50:45,305 - DEBUG - Price_i length: 44, Price_j length: 44
2024-10-14 14:50:45,305 - DEBUG - Pearson correlation between conflict intensities: 0.16153953548577776
2024-10-14 14:50:45,305 - DEBUG - Calculated valid price differentials: 44 pairs
2024-10-14 14:50:45,305 - DEBUG - Calculated distance: 1.2847316575972427
2024-10-14 14:50:45,305 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,305 - DEBUG - Returning analysis result for sana'a, ibb, oil (vegetable)
2024-10-14 14:50:45,305 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,305 - DEBUG - Found 47 common dates for sana'a and ibb on onions
2024-10-14 14:50:45,305 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,305 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,305 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,305 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,305 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,306 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,306 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,306 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,306 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,306 - DEBUG - Returning analysis result for sana'a, lahj, salt
2024-10-14 14:50:45,306 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,306 - DEBUG - Found 47 common dates for sana'a and lahj on sugar
2024-10-14 14:50:45,306 - DEBUG - Returning analysis result for sana'a, lahj, fuel (diesel)
2024-10-14 14:50:45,307 - DEBUG - Found 47 common dates for sana'a and lahj on fuel (gas)
2024-10-14 14:50:45,307 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,307 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,307 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,307 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,307 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,307 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,307 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,307 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,307 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,306 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,308 - DEBUG - Pearson correlation between conflict intensities: 0.30984275495932867
2024-10-14 14:50:45,308 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,308 - DEBUG - Returning analysis result for sana'a, hajjah, onions
2024-10-14 14:50:45,308 - DEBUG - Found 47 common dates for sana'a and hajjah on potatoes
2024-10-14 14:50:45,308 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,308 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,308 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,308 - DEBUG - Pearson correlation between conflict intensities: -0.008444493112682678
2024-10-14 14:50:45,308 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,308 - DEBUG - Calculated distance: 4.478777926378933
2024-10-14 14:50:45,308 - DEBUG - Returning analysis result for sana'a, hadramaut, wheat flour
2024-10-14 14:50:45,308 - DEBUG - Found 44 common dates for sana'a and hajjah on beans (kidney red)
2024-10-14 14:50:45,308 - DEBUG - Price_i length: 44, Price_j length: 44
2024-10-14 14:50:45,308 - DEBUG - Calculated valid price differentials: 44 pairs
2024-10-14 14:50:45,308 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,308 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,308 - DEBUG - Found 47 common dates for sana'a and marib on salt
2024-10-14 14:50:45,309 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,309 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,309 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,309 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:50:45,309 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,310 - DEBUG - Conflict_base length: 44, Conflict_other length: 44
2024-10-14 14:50:45,310 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,310 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:50:45,310 - DEBUG - Pearson correlation between conflict intensities: 0.33753457701973616
2024-10-14 14:50:45,310 - DEBUG - Calculated distance: 0.9894317149758234
2024-10-14 14:50:45,311 - DEBUG - Returning analysis result for sana'a, hajjah, beans (kidney red)
2024-10-14 14:50:45,311 - DEBUG - Pearson correlation between conflict intensities: 0.1624411026746853
2024-10-14 14:50:45,311 - DEBUG - Calculated distance: 2.2066392731481965
2024-10-14 14:50:45,311 - DEBUG - Returning analysis result for sana'a, lahj, fuel (gas)
2024-10-14 14:50:45,311 - DEBUG - Found 47 common dates for sana'a and lahj on fuel (petrol-gasoline)
2024-10-14 14:50:45,311 - DEBUG - Found 47 common dates for sana'a and raymah on fuel (petrol-gasoline)
2024-10-14 14:50:45,311 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,311 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:50:45,311 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,311 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:50:45,311 - DEBUG - Running stationarity tests
2024-10-14 14:50:45,311 - DEBUG - Running stationarity tests
